,oid_,id,zone_id,co_tazid,tazid,co_fips,co_name,residentia,households,population,jobs1,jobs3,jobs4,jobs5,jobs6,jobs7,jobs9,jobs10,avgincome,enrol_elem,enrol_midl,enrol_high,hhsize_lc1,hhsize_lc2,hhsize_lc3,pct_poplc1,pct_poplc2,pct_poplc3,pct_ag1,pct_ag2,pct_ag3,inc1,inc2,inc3,inc4,park_score,park_area,school_cd,coll_enrol,th_score,comm_rail,light_rail,gqu_ratio,node_id,jobs_total,mixed_use,area_sqmil
36,36,0,36,351027,1027,35,SALT LAKE,0,4,15,0,0,0,0,0,1,0,0,41264.9725,0.0,0.0,0.0,2.175275,5.127,2.077025,0.32295,0.53,0.14705,0.18705,0.6759,0.13705,0.252709256,0.243274267,0.293752778,0.2102637,0,0,0,0,0,0,0,0.0,84975,1,0.8,0.0617763
93,93,0,93,350950,950,35,SALT LAKE,0,110,325,101,237,0,0,761,874,334,58,39628.185,0.0,0.421430769,0.421430769,1.48905,3.4995,1.44665,0.29695,0.5787,0.12435,0.0946,0.7825,0.1229,0.390095691,0.269586453,0.223076678,0.117241178,0,0,1,1996,0,0,1,0.0,74223,1973,104.1910706,0.0617763
118,118,0,118,351127,1127,35,SALT LAKE,0,230,556,8,117,0,2,10,32,0,0,29523.755,0.276393885,0.0,0.0,1.538975,3.63435,1.5314,0.3332,0.562625,0.104175,0.20395,0.701875,0.094175,0.486020781,0.277570988,0.160074249,0.076333983,0,0,3,0,0,0,0,0.0,71092,169,97.41854637,0.0617763
140,140,0,140,350805,805,35,SALT LAKE,0,0,0,9,6,0,7,1,15,24,21,24629.765,0.0,0.0,0.0,0.7759,1.828525,0.735375,0.11385,0.83785,0.0483,0.0621,0.89305,0.04485,0.663781818,0.288127273,0.038727273,0.009363636,1,7648,0,0,0,0,0,0.0,70967,38,0.0,0.0617763
151,151,0,151,351055,1055,35,SALT LAKE,0,25,70,0,0,0,0,0,0,0,0,118818.275,0.0,0.0,0.0,1.7812,4.29885,1.7241,0.3053,0.50185,0.19285,0.1722,0.64495,0.18285,0.013230287,0.030373922,0.155638676,0.800757115,3,4337,0,0,0,0,0,0.021691671,76295,0,0.0,0.0617763
157,157,0,157,351023,1023,35,SALT LAKE,0,191,365,19,59,76,32,37,140,46,0,22053.575,0.306082192,0.306082192,0.0,1.541725,3.537875,1.4943,0.26735,0.421025,0.311625,0.1263,0.56445,0.30925,0.652609147,0.287674634,0.045877756,0.013838463,0,0,3,0,0,0,0,0.0,72939,363,125.1498195,0.0617763
190,190,0,190,351075,1075,35,SALT LAKE,0,0,0,0,1048,0,0,0,0,0,0,208873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.749119997,73991,1048,0.0,0.0617763
195,195,0,195,351027,1027,35,SALT LAKE,0,0,0,0,6,1,53,3,34,0,42,39739.0,0.0,0.0,0.0,2.16,5.08,2.05,0.33,0.53,0.14,0.18,0.69,0.13,0.362880886,0.265927978,0.239612188,0.131578947,0,0,0,0,0,0,0,0.0,75829,97,0.0,0.0617763
211,211,0,211,350784,784,35,SALT LAKE,0,180,489,0,18,0,25,8,31,0,43,39604.3,0.598364008,0.0,0.0,1.594,3.666,1.572,0.2745,0.6365,0.089,0.342,0.579,0.079,0.525208188,0.283507266,0.138527009,0.052757537,0,0,0,0,0,0,0,0.0,76400,82,56.33587786,0.0617763
240,240,0,241,350944,944,35,SALT LAKE,0,649,1398,61,0,48,0,0,16,1,14,40896.245,0.028383405,0.0,0.0,1.741025,4.14865,1.692025,0.3435,0.5653,0.0912,0.18825,0.7253,0.08645,0.360870909,0.265857017,0.240382359,0.132889715,0,0,0,0,0,0,0,0.0,74172,125,104.8126615,0.0617763
242,242,0,243,351027,1027,35,SALT LAKE,0,0,0,1,9,0,23,2,1,0,55,54540.25,0.0,0.0,0.0,1.491,3.50685,1.4257,0.226,0.67545,0.09855,0.18875,0.72235,0.0889,0.362830364,0.266118891,0.239442065,0.13160868,0,0,0,0,0,0,0,0.0,79606,36,0.0,0.0617763
243,243,0,244,351012,1012,35,SALT LAKE,0,275,669,3,0,29,1,44,130,27,9,47302.0,0.003139013,0.0,0.0,1.663375,3.969725,1.614475,0.357,0.521,0.122,0.134,0.753375,0.112625,0.28475429,0.252039639,0.280185688,0.183020383,0,0,0,0,0,0,0,0.0,72989,207,118.1016598,0.0617763
249,249,0,250,350804,804,35,SALT LAKE,0,77,248,0,6,0,11,10,42,2,6,35307.96,0.794677419,0.0,0.0,2.18505,5.3081,2.09755,0.2796,0.61465,0.10575,0.31545,0.5888,0.09575,0.420035313,0.274015555,0.20599907,0.099950063,1,1200,3,0,0,0,0,0.0,71876,69,36.39041096,0.0617763
255,255,0,256,350789,789,35,SALT LAKE,0,157,517,2,114,3,0,1,25,29,0,37198.29,0.848085106,0.480232108,0.0,2.2999,5.528,2.2436,0.2757,0.6166,0.1077,0.3234,0.5789,0.0977,0.390153921,0.269610112,0.223063486,0.117172481,0,0,0,0,0,0,0,0.0,71865,145,75.3807947,0.0617763
267,267,0,268,351121,1121,35,SALT LAKE,0,7,21,43,20,1,171,18,52,84,102,19013.0,0.0,0.0,0.0,1.88325,4.4385,1.78525,0.30525,0.56525,0.1295,0.1665,0.71325,0.12025,0.663671572,0.288303641,0.038497289,0.009527498,0,0,0,0,0,0,0,0.0,71026,305,6.842948718,0.0617763
276,276,0,277,350946,946,35,SALT LAKE,0,250,536,4,17,17,0,192,478,91,43,40086.45,0.0,0.0,0.0,1.5433,3.65095,1.49585,0.36855,0.5277,0.10375,0.11865,0.7791,0.10225,0.362057494,0.266062903,0.239753308,0.132126294,0,0,0,0,0,0,1,0.0,76347,708,184.7599165,0.0617763
287,287,0,289,350807,807,35,SALT LAKE,0,0,0,0,7,0,13,1,59,10,229,24253.815,0.0,0.0,0.0,0.7038,1.656,0.66585,0.11385,0.83785,0.0483,0.0621,0.89305,0.04485,0.69,0.29,0.02,0.0,0,0,0,0,0,0,0,0.0,70707,80,0.0,0.0617763
318,318,0,320,351055,1055,35,SALT LAKE,0,5,16,0,0,0,0,0,0,0,0,91439.3075,8.1759375,0.0,0.0,1.665875,4.015675,1.62445,0.314575,0.511575,0.17385,0.168125,0.668025,0.16385,0.058576562,0.110570149,0.251009033,0.579844256,3,65080,0,0,0,0,0,0.0,75199,0,0.0,0.0617763
330,330,0,332,350756,756,35,SALT LAKE,0,91,366,0,0,0,0,0,0,0,0,40463.275,1.481311475,0.06010929,0.0,1.7353,4.0772,1.668,0.2238,0.7154,0.0608,0.2649,0.68215,0.05295,0.396004819,0.270454866,0.219719221,0.113821094,0,0,0,0,0,0,0,0.0,75552,0,0.0,0.0617763
347,347,0,349,351028,1028,35,SALT LAKE,0,10,18,0,2,240,33,82,140,18,5,43839.46,0.0,0.0,0.0,1.6716,4.0003,1.625,0.3321,0.5731,0.0948,0.2087,0.7039,0.0874,0.267149026,0.244982398,0.284795733,0.203072843,3,18262,0,0,0,0,0,0.0,75827,497,9.802761341,0.0617763
359,359,0,361,350784,784,35,SALT LAKE,0,292,1018,0,0,0,0,0,0,0,0,27529.0,0.52259332,0.0,0.0,2.08,4.89,2.04,0.27,0.65,0.08,0.36,0.57,0.07,0.52601066,0.283632636,0.138081181,0.052275523,3,20754,0,0,0,0,0,0.0,73686,0,0.0,0.0617763
420,420,0,422,350746,746,35,SALT LAKE,0,0,0,86,82,0,193,36,457,0,25,48032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,74784,854,0.0,0.0617763
510,510,0,512,350976,976,35,SALT LAKE,0,269,537,357,1977,140,1,2284,1575,61,255,42062.0,0.0,0.0,0.0,1.654325,3.9081,1.630375,0.383525,0.490975,0.1255,0.0677,0.8068,0.1255,0.421983741,0.266137865,0.19389416,0.117984233,0,0,0,0,0,0,0,0.0,76383,6334,258.0411934,0.0617763
524,524,0,526,351110,1110,35,SALT LAKE,0,170,449,0,0,0,0,0,0,0,0,91869.575,0.0,0.0,0.0,1.6604,3.9963,1.60485,0.30255,0.54545,0.152,0.2229,0.6351,0.142,0.069246552,0.138115856,0.293024596,0.499612996,0,0,0,0,0,0,0,0.0,72282,0,0.0,0.0617763
560,560,0,562,350967,967,35,SALT LAKE,0,454,698,0,39,35,11,92,180,14,11,37733.9125,0.365956304,0.061192693,0.0,1.366825,3.381,1.35175,0.34135,0.442625,0.216025,0.069475,0.7145,0.216025,0.354376877,0.264632444,0.243775196,0.137215483,0,0,3,0,0,0,0,0.0,74228,357,199.8495684,0.0617763
595,595,0,597,351030,1030,35,SALT LAKE,0,26,78,0,0,0,0,0,0,0,0,98944.0,0.0,0.0,0.0,1.9,4.39,1.86,0.26,0.5,0.24,0.23,0.54,0.23,0.053401095,0.122947615,0.286043784,0.537607506,3,87307,0,0,0,0,0,0.0,75980,0,0.0,0.0617763
601,601,0,603,350757,757,35,SALT LAKE,0,170,643,0,0,0,0,0,0,0,0,30732.0,0.0,0.0,0.0,1.95,4.6,1.95,0.3,0.65,0.05,0.33,0.63,0.04,0.478713817,0.28038938,0.170022083,0.070874719,1,4665,0,0,0,0,0,0.0,74841,0,0.0,0.0617763
609,609,0,611,351146,1146,35,SALT LAKE,0,260,547,0,0,0,0,0,0,0,0,44243.0,0.0,0.0,0.0,1.435,3.4,1.4,0.335,0.54,0.125,0.185,0.7,0.115,0.33171073,0.258494735,0.253126151,0.156668385,0,0,0,0,0,0,0,0.0,70670,0,0.0,0.0617763
613,613,0,615,351104,1104,35,SALT LAKE,0,220,496,0,1,0,0,0,0,0,0,49613.4,0.314112903,0.0,0.0,1.502,3.678,1.449,0.343,0.567,0.09,0.2005,0.7195,0.08,0.266372852,0.246741008,0.287675343,0.199210797,0,0,0,0,0,0,0,0.0,72212,1,0.995475113,0.0617763
617,617,0,619,351027,1027,35,SALT LAKE,0,20,54,1,11,0,1,3,3,0,107,39739.0,0.0,0.0,0.0,1.92,4.516,1.842,0.29,0.582,0.128,0.28,0.606,0.114,0.362823787,0.266143743,0.23941992,0.13161255,1,2347,0,0,0,0,0,0.0,79608,19,9.743589744,0.0617763
628,628,0,630,351112,1112,35,SALT LAKE,0,125,325,0,0,0,0,0,0,0,0,96959.45,0.373769231,0.0,0.0,1.62825,3.93695,1.5703,0.305,0.55195,0.14305,0.2248,0.64215,0.13305,0.057104992,0.127651845,0.288538794,0.526704368,2,7247,0,0,0,0,0,0.0,72258,0,0.0,0.0617763
640,640,0,642,351052,1052,35,SALT LAKE,0,392,749,12,0,1,2,2,3,0,3,47388.6725,0.02787717,0.00793725,0.0,1.290575,3.0616,1.236675,0.372175,0.5288,0.099025,0.13385,0.7761,0.09005,0.291842396,0.251729274,0.274708358,0.181719971,1,381,0,0,0,0,0,0.0,74499,20,19.02912621,0.0617763
670,670,0,672,350756,756,35,SALT LAKE,0,43,167,0,0,0,0,0,0,0,0,37488.3125,1.89251497,0.0,0.0,1.469625,3.431,1.420625,0.18275,0.766375,0.050875,0.220625,0.735,0.044375,0.464433293,0.278922243,0.178870587,0.077773877,1,246,3,0,0,0,0,0.0,75328,0,0.0,0.0617763
697,697,0,699,350793,793,35,SALT LAKE,0,32,111,0,39,0,215,20,26,9,42,37038.0,0.0,0.0,0.0,0.576,1.41,0.57,0.087,0.874,0.039,0.078,0.886,0.036,0.394680773,0.270883844,0.221144662,0.113290721,0,0,0,0,0,0,0,0.0,72273,300,28.91566265,0.0617763
754,754,0,756,351148,1148,35,SALT LAKE,0,232,492,0,0,9,0,0,1,0,0,38422.81,0.0,0.0,0.0,1.4,3.4298,1.3351,0.35745,0.54915,0.0934,0.1617,0.7549,0.0834,0.377851086,0.268379764,0.230753722,0.123015428,0,0,0,0,0,0,0,0.0,70663,10,9.58677686,0.0617763
819,819,0,821,350779,779,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,12,54363.0,0.0,0.0,0.0,0.8452,1.95095,0.8381,0.1631,0.77865,0.05825,0.1864,0.761175,0.052425,0.227234881,0.2372124,0.303821709,0.231731009,0,0,0,0,0,0,0,0.0,72974,0,0.0,0.0617763
856,856,0,858,350959,959,35,SALT LAKE,0,363,780,121,13,42,23,257,321,104,16,39558.0,0.0,0.0,0.0,1.1816,2.8269,1.1379,0.313,0.6131,0.0739,0.0312,0.8949,0.0739,0.364939976,0.266545059,0.238201475,0.13031349,3,27974,0,0,0,0,0,0.0,73653,777,247.4131579,0.0617763
863,863,0,865,350800,800,35,SALT LAKE,0,0,0,7,110,46,74,202,123,200,231,54363.0,0.0,0.0,0.0,4.0,8.0,4.0,0.28,0.62,0.1,0.32,0.59,0.09,0.223140496,0.239669421,0.305785124,0.231404959,0,0,0,0,0,0,0,0.0,71448,562,0.0,0.0617763
888,888,0,890,350804,804,35,SALT LAKE,0,20,74,1,35,0,44,3,56,27,23,33711.0,5.121621622,0.0,0.0,2.37,5.75,2.26,0.27,0.64,0.09,0.36,0.56,0.08,0.437264247,0.276148425,0.195707477,0.09087985,0,0,3,0,0,0,0,0.0,71382,139,17.48427673,0.0617763
916,916,0,918,351030,1030,35,SALT LAKE,0,0,0,0,82,1,0,72,45,0,0,115795.6225,0.0,0.0,0.0,1.87435,4.445575,1.8429,0.255725,0.495725,0.24855,0.225725,0.535725,0.23855,0.022759375,0.053869446,0.190932445,0.732438734,3,147562,0,0,0,0,0,0.0,76170,200,0.0,0.0617763
933,933,0,935,351034,1034,35,SALT LAKE,0,205,501,8,26,62,17,346,178,0,0,43081.0,0.0,0.0,0.0,1.642,3.942,1.568,0.312,0.572,0.116,0.234,0.66,0.106,0.326746874,0.260137016,0.258888345,0.154227764,0,0,0,0,0,1,0,0.0,74494,637,155.0890736,0.0617763
948,948,0,950,351042,1042,35,SALT LAKE,0,3,4,0,0,0,0,0,0,0,0,61781.235,0.0,0.0,0.0,0.1685,0.388825,0.16455,0.04385,0.92725,0.0289,0.011875,0.959225,0.0289,0.319662517,0.258726452,0.262436646,0.159174384,3,42641,0,0,0,0,0,0.0,76293,0,0.0,0.0617763
966,966,0,968,351092,1092,35,SALT LAKE,0,498,997,0,12,86,0,0,15,0,0,32386.2,0.347642929,0.149648947,0.528986961,1.6,4.126,1.572,0.238,0.33,0.432,0.074,0.496,0.43,0.474141565,0.276187758,0.167770264,0.081900413,0,0,3,0,0,0,0,0.149632688,73178,113,92.101473,0.0617763
967,967,0,969,351054,1054,35,SALT LAKE,0,371,682,0,1,0,0,3,9,31,0,38806.9,0.0,0.0,0.0,1.27,2.999,1.211,0.37,0.526,0.104,0.134,0.771,0.095,0.373167955,0.267677478,0.233385571,0.125768996,0,0,0,0,0,0,0,0.0,74491,13,12.55989583,0.0617763
1029,1029,0,1031,351032,1032,35,SALT LAKE,0,102,255,0,0,0,0,0,0,0,0,121474.125,0.083823529,0.0,0.0,1.756875,4.30875,1.735625,0.2625,0.491875,0.245625,0.20875,0.555625,0.235625,0.022326418,0.04113571,0.166278988,0.770258884,2,22421,0,0,0,0,0,0.0,76227,0,0.0,0.0617763
1047,1047,0,1049,350991,991,35,SALT LAKE,0,0,0,3,4,47,230,97,175,28,276,45753.2,0.0,0.0,0.0,0.8372,1.9866,0.7746,0.2702,0.6826,0.0472,0.0222,0.9306,0.0472,0.334096125,0.260966361,0.254363429,0.150574085,0,0,0,0,0,0,0,0.0,73421,556,0.0,0.0617763
1090,1090,0,1092,351075,1075,35,SALT LAKE,0,7,17,0,0,0,0,0,0,0,0,183259.28,0.105147059,0.0,0.0,0.903375,2.179925,0.77385,0.154825,0.7558,0.089375,0.085525,0.828675,0.0858,0.21616811,0.128665318,0.13956399,0.515602582,0,0,0,0,0,0,0,0.594581559,74255,0,0.0,0.0617763
1145,1145,0,1147,351032,1032,35,SALT LAKE,0,7,18,0,0,0,0,0,0,0,0,133634.055,0.0,0.0,0.0,1.829275,4.483925,1.8044,0.258775,0.49195,0.249275,0.2122,0.548525,0.239275,0.008727022,0.022137232,0.147155048,0.821980698,0,0,0,0,0,0,0,0.0,75195,0,0.0,0.0617763
1146,1146,0,1148,350805,805,35,SALT LAKE,0,0,0,0,6,0,2,0,62,20,2,29404.77,0.0,0.0,0.0,0.4484,1.0564,0.425,0.0726,0.8966,0.0308,0.0396,0.9318,0.0286,0.6685,0.288166667,0.035,0.008333333,0,0,0,0,0,0,0,0.0,71860,70,0.0,0.0617763
1216,1216,0,1218,351125,1125,35,SALT LAKE,0,198,498,66,12,1,9,159,337,22,2,19013.0,0.0,0.0,0.090361446,1.6125,3.86375,1.55875,0.35,0.56,0.09,0.1775,0.7425,0.08,0.671975136,0.288823863,0.032556945,0.006644056,0,0,0,0,0,0,0,0.0,71134,584,147.8670077,0.0617763
1239,1239,0,1241,351032,1032,35,SALT LAKE,0,75,186,0,0,0,0,0,0,0,0,124582.365,0.432096774,0.0,0.0,1.76715,4.32495,1.7495,0.26175,0.49705,0.2412,0.21295,0.55585,0.2312,0.017144589,0.036610642,0.163771259,0.782473511,3,20742,0,0,0,0,0,0.0,75557,0,0.0,0.0617763
1350,1350,0,1352,350991,991,35,SALT LAKE,0,3,13,0,104,4,14,1473,73,0,35,45753.2,0.0,0.0,0.0,0.8964,2.1121,0.8684,0.3561,0.5878,0.0561,0.0012,0.9427,0.0561,0.288685979,0.252737385,0.278171545,0.18040509,0,0,0,0,0,0,0,0.0,73417,1668,2.994614004,0.0617763
1376,1376,0,1378,350755,755,35,SALT LAKE,0,382,1017,2,2,0,0,1,30,12,0,45790.15,0.393333333,0.0,0.0,1.846425,4.45285,1.787275,0.2961,0.5978,0.1061,0.273225,0.630675,0.0961,0.288612413,0.252906602,0.278373101,0.180107885,0,0,0,0,0,0,0,0.0,75825,35,32.06235012,0.0617763
1389,1389,0,1391,351145,1145,35,SALT LAKE,0,242,484,20,7,1,80,223,123,30,19,20231.0,0.0,0.0,0.074380165,1.385,3.334,1.34,0.295,0.457,0.248,0.141,0.621,0.238,0.643590983,0.288021601,0.053322299,0.015065117,0,0,0,0,0,0,0,0.0,70676,454,157.8563218,0.0617763
1405,1405,0,1407,351075,1075,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,144537.225,0.0,0.0,0.0,0.638,1.51525,0.3625,0.163125,0.836875,0.0,0.018125,0.981875,0.0,0.469494527,0.279447613,0.175731303,0.075326557,0,0,0,0,0,0,0,0.749119997,74022,0,0.0,0.0617763
1409,1409,0,1411,350753,753,35,SALT LAKE,0,141,441,0,0,0,0,0,0,0,0,48217.6,0.449886621,0.155102041,0.155102041,2.15,5.12,2.128,0.27,0.534,0.196,0.248,0.566,0.186,0.291190836,0.251876573,0.275447342,0.181485248,0,0,0,0,0,0,0,0.0,76107,0,0.0,0.0617763
1447,1447,0,1449,351041,1041,35,SALT LAKE,0,221,461,0,1,1,1,19,23,23,0,70444.7125,0.0,0.0,0.0,1.3038,3.1135,1.286925,0.366975,0.54525,0.087775,0.11455,0.800225,0.085225,0.162394272,0.204996711,0.312185513,0.320423505,1,3439,0,0,0,0,0,0.0,75202,45,37.38721805,0.0617763
1507,1507,0,1509,350784,784,35,SALT LAKE,0,107,427,3,24,59,278,0,42,0,35,39644.0375,0.513934426,0.0,0.0,1.5665,3.598625,1.548625,0.27725,0.632375,0.090375,0.33375,0.585875,0.080375,0.524167797,0.28345849,0.139262363,0.05311135,0,0,0,0,0,0,0,0.0,73373,406,84.68226121,0.0617763
1546,1546,0,1548,351141,1141,35,SALT LAKE,0,295,721,0,59,0,74,0,2,17,0,18048.0,0.0,0.0,0.0,1.172,2.7435,1.145,0.2345,0.694,0.0715,0.188,0.748,0.064,0.686508072,0.289218877,0.021928397,0.002344653,1,1120,0,0,0,0,0,0.0,76648,135,92.61627907,0.0617763
1553,1553,0,1555,351173,1173,35,SALT LAKE,0,252,699,102,2,49,1,45,63,40,2,54248.82,0.0,0.0,0.0,1.564,3.69005,1.51045,0.35625,0.5453,0.09845,0.16335,0.7455,0.09115,0.238561729,0.239348056,0.299270997,0.222819218,0,0,3,0,0,0,1,0.0,76683,262,128.4513619,0.0617763
1576,1576,0,1578,351029,1029,35,SALT LAKE,0,0,0,0,3,0,12,0,37,15,34,97700.44,0.0,0.0,0.0,0.3739,0.86645,0.36625,0.05465,0.9009,0.04445,0.04355,0.91385,0.0426,0.076015692,0.138093372,0.28891137,0.496979566,0,0,0,0,0,0,0,0.0,76092,52,0.0,0.0617763
1591,1591,0,1593,350752,752,35,SALT LAKE,0,132,387,8,3,5,0,1,4,0,0,37650.385,0.762583979,0.262906977,0.262906977,1.9139,4.57865,1.87475,0.2617,0.5364,0.2019,0.26355,0.54445,0.192,0.368729401,0.265956344,0.234537532,0.130776722,2,4296,0,0,0,0,0,0.0,76012,21,18.11764706,0.0617763
1607,1607,0,1609,351045,1045,35,SALT LAKE,0,82,183,0,0,1,0,0,0,0,0,78468.935,0.0,0.0,0.0,1.57825,3.796025,1.542225,0.31685,0.515225,0.167925,0.1703,0.67165,0.15805,0.087273709,0.121788783,0.240881611,0.550055896,3,60202,0,0,0,0,0,0.0,75169,1,0.987951807,0.0617763
1660,1660,0,1662,350961,961,35,SALT LAKE,0,470,869,664,218,5,0,686,922,3,41,39887.12,0.0,0.0,0.0,1.6784,4.006525,1.63215,0.380625,0.47575,0.143625,0.056825,0.79955,0.143625,0.360827101,0.265805854,0.240345589,0.133021456,0,0,0,0,0,0,0,0.0,73645,2495,395.4974705,0.0617763
1662,1662,0,1664,350755,755,35,SALT LAKE,0,382,1123,0,0,0,0,0,0,0,0,46879.0,0.42030276,0.0,0.0,1.79,4.34,1.74,0.29,0.61,0.1,0.29,0.62,0.09,0.288543453,0.252894511,0.278409091,0.180152945,0,0,0,0,0,0,0,0.0,75513,0,0.0,0.0617763
1727,1727,0,1729,351038,1038,35,SALT LAKE,0,128,308,3,127,5,26,43,107,9,9,36463.8,0.512337662,2.32012987,2.32012987,1.729975,4.07335,1.700125,0.344,0.558,0.098,0.194,0.718,0.088,0.471013782,0.272393624,0.164701186,0.091891408,0,0,0,0,0,0,0,0.0,74896,311,90.67881549,0.0617763
1847,1847,0,1849,351027,1027,35,SALT LAKE,0,8,24,7,4,0,1,110,5,0,4,44142.7675,3.0975,0.0,0.0,2.13455,5.06445,2.05925,0.30855,0.5426,0.14885,0.212475,0.648675,0.13885,0.273308725,0.249000682,0.285129773,0.19256082,0,0,0,0,0,0,0,0.0,75932,127,7.525925926,0.0617763
1875,1875,0,1877,351032,1032,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,129493.725,0.0,0.0,0.0,1.8535,4.49075,1.829,0.25225,0.49225,0.2555,0.22225,0.53225,0.2455,0.012482656,0.030701784,0.159033695,0.797781865,3,102148,0,0,0,0,0,0.0,79594,0,0.0,0.0617763
1953,1953,0,1955,351043,1043,35,SALT LAKE,0,753,1445,3,0,0,0,14,42,0,0,32667.6,0.0,0.0,0.0,1.492,3.488,1.448,0.296,0.398,0.306,0.064,0.63,0.306,0.455647465,0.278029954,0.184315668,0.082006912,0,0,0,0,0,0,0,0.0,74557,59,54.71305419,0.0617763
1995,1995,0,1997,351074,1074,35,SALT LAKE,0,278,561,174,5,16,0,14,101,181,2,83430.475,0.0,0.0,0.0,1.01025,2.42775,1.0485,0.3075,0.652,0.0405,0.0645,0.895,0.0405,0.342787246,0.262510533,0.249868167,0.144834054,0,0,0,0,0,0,0,0.187279999,73603,310,146.5646258,0.0617763
2034,2034,0,2036,351030,1030,35,SALT LAKE,0,5,8,0,0,0,0,0,0,0,0,98944.0,0.0,0.0,0.0,1.9,4.39,1.86,0.26,0.5,0.24,0.23,0.54,0.23,0.053401095,0.122947615,0.286043784,0.537607506,0,0,0,0,0,0,0,0.0,79599,0,0.0,0.0617763
2054,2054,0,2056,350764,764,35,SALT LAKE,0,210,599,6,51,5,0,1,1,0,0,40605.4375,0.465776294,0.0,0.0,1.759375,4.259375,1.68375,0.3,0.6,0.1,0.275625,0.634375,0.09,0.343903605,0.262931529,0.249476427,0.143688438,0,0,3,0,0,0,0,0.0,74504,64,49.05109489,0.0617763
2083,2083,0,2085,350766,766,35,SALT LAKE,0,0,0,0,5,0,0,2,0,0,273,40987.3,0.0,0.0,0.0,1.95035,4.752675,1.9153,0.3145,0.594575,0.090925,0.253425,0.66565,0.080925,0.381398947,0.267342505,0.226830023,0.124428525,0,0,0,0,0,0,0,0.0,73899,7,0.0,0.0617763
2117,2117,0,2119,351062,1062,35,SALT LAKE,0,569,977,46,308,454,6,513,529,45,11,27676.0,0.0,0.105158649,0.105158649,1.2523,2.9738,1.2269,0.3611,0.4522,0.1867,0.0487,0.7646,0.1867,0.523682593,0.283545129,0.139711382,0.053060896,0,0,3,0,0,0,0,0.0,74014,1856,435.4903093,0.0617763
2134,2134,0,2136,351093,1093,35,SALT LAKE,0,0,0,8,18,439,0,13,203,0,0,22914.0,0.0,0.0,0.0,0.35,0.942,0.348,0.03,0.838,0.132,0.006,0.862,0.132,0.541743119,0.284359983,0.126889471,0.047007427,3,33105,0,0,0,0,0,0.525026977,73253,681,0.0,0.0617763
2190,2190,0,2192,351052,1052,35,SALT LAKE,0,324,612,1,20,29,7,2,48,126,4,48969.02,0.071213235,0.018958333,0.0,1.2872,3.05225,1.2419,0.367825,0.51755,0.114625,0.1244,0.7682,0.1074,0.277830485,0.249371956,0.282311652,0.190485907,0,0,3,0,0,0,0,0.0,74505,107,80.4361949,0.0617763
2197,2197,0,2199,351105,1105,35,SALT LAKE,0,106,248,11,0,3,0,0,5,6,0,48019.79,0.0,0.0,0.0,0.65085,1.5463,0.63835,0.16735,0.78615,0.0465,0.066,0.89135,0.04265,0.34217634,0.253843122,0.239303024,0.164677515,3,74354,0,0,0,0,0,0.0,72651,19,16.112,0.0617763
2230,2230,0,2232,350986,986,35,SALT LAKE,0,806,1745,64,721,57,1,650,1024,14,71,21102.0,0.0,0.0,0.0,1.5416,3.6797,1.5938,0.4029,0.5133,0.0838,0.0662,0.85,0.0838,0.631546232,0.287710619,0.062123921,0.018619228,0,0,0,0,0,0,0,0.0,74019,2517,610.5031598,0.0617763
2249,2249,0,2251,350785,785,35,SALT LAKE,0,67,194,0,8,233,1,24,9,0,26,39763.25,0.0,0.0,0.0,1.359,3.12525,1.3535,0.2505,0.6675,0.082,0.269,0.65775,0.07325,0.520928543,0.283333783,0.141589444,0.05414823,0,0,0,0,0,0,0,0.0,72990,275,53.87426901,0.0617763
2251,2251,0,2253,350759,759,35,SALT LAKE,0,34,84,130,90,1,1,14,12,0,0,26260.6,1.085267857,0.0,0.0,1.7172,4.087125,1.679,0.2733,0.5483,0.1784,0.265,0.5666,0.1684,0.523076948,0.280632329,0.135909281,0.060381442,3,23597,0,0,0,0,0,0.0,74516,248,29.90070922,0.0617763
2266,2266,0,2268,351123,1123,35,SALT LAKE,0,59,156,50,145,21,13,17,76,170,20,19059.5,0.0,0.104166667,0.104166667,1.535,3.6455,1.5,0.3295,0.5865,0.084,0.2335,0.6925,0.074,0.666921337,0.288651782,0.036266438,0.008160443,3,4710,0,0,0,0,1,0.0,71847,322,49.86351706,0.0617763
2295,2295,0,2297,350790,790,35,SALT LAKE,0,104,404,0,0,0,0,0,0,0,0,40134.9125,0.713094059,0.0,0.0,2.273025,5.479025,2.1587,0.265675,0.61455,0.119775,0.32865,0.561575,0.109775,0.35989392,0.265638466,0.240838607,0.133629007,3,1847,3,0,0,0,0,0.0,72623,0,0.0,0.0617763
